,winner,Genre
1691,False,Drama
1692,False,Drama
1693,False,Drama
1694,False,Drama
1695,False,Action
1696,True,Thriller
1697,False,Thriller
1698,True,Thriller
1699,False,Thriller
1700,True,Thriller
1701,False,Thriller
1702,False,Thriller
1703,True,Thriller
1704,False,Biography
1705,False,Biography
1706,False,Crime
1707,False,Crime
1708,False,Mystery
1709,False,Mystery
1710,False,Mystery
1711,False,Mystery
1712,True,Mystery
1713,False,Mystery
1714,False,Mystery
1715,False,Mystery
1716,False,Animation
1717,True,Animation
1718,False,Animation
1719,False,Animation
1720,False,Animation
1721,False,Animation
1722,True,Mystery
1723,True,Mystery
1724,True,Mystery
1725,False,Action
1726,False,Action
1727,True,Music
1728,False,Drama
1729,False,History
1730,False,History
1731,False,History
1732,False,History
1733,False,History
1734,False,Fantasy
1735,False,Fantasy
1736,True,Fantasy
1737,False,Fantasy
1738,False,Fantasy
1739,False,Fantasy
1740,False,Fantasy
1741,True,Fantasy
1742,False,Fantasy
1743,False,Fantasy
1744,False,Fantasy
1745,True,Fantasy
1746,False,Fantasy
1747,False,Sport
1748,False,Sport
1749,True,Action
1750,False,Action
1751,False,Action
1752,False,Action
1753,False,Action
1754,True,Action
1755,False,Action
1756,False,Action
1757,False,Crime
1758,False,Crime
1759,False,Crime
1760,True,Romance
1761,True,Romance
1762,True,Romance
1763,True,Romance
1764,True,Romance
1765,False,Romance
1766,True,Romance
1767,False,Romance
1768,True,Romance
1769,True,Romance
1770,False,Sci-Fi
1771,False,Sci-Fi
1772,False,Crime
1773,True,War
1774,False,War
1775,False,War
1776,False,War
1777,False,War
1778,False,War
1779,False,War
1780,False,War
1781,True,Sport
1782,False,Sport
1783,False,Animation
1784,False,Animation
1785,False,Animation
1786,False,Animation
1787,True,Fantasy
1788,True,Fantasy
1789,False,Fantasy
1790,False,Fantasy
1791,False,Fantasy
1792,False,Fantasy
1793,False,Fantasy
1794,False,Fantasy
1795,True,Fantasy
1796,False,Mystery
1797,False,Mystery
1798,False,Family
1799,False,Sci-Fi
1800,False,Sci-Fi
1801,False,Sci-Fi
1802,False,Sci-Fi
1803,True,Sci-Fi
1804,False,Sci-Fi
1805,False,Sci-Fi
1806,False,Sci-Fi
1807,False,Biography
1808,False,Biography
1809,False,Biography
1810,True,Biography
1811,True,Biography
1812,False,Biography
1813,False,Biography
1814,True,Biography
1815,True,History
1816,False,History
1817,False,History
1818,False,History
1819,False,History
1820,False,History
1821,True,History
1822,False,History
1823,False,History
1824,True,History
1825,False,History
1826,True,History
1827,True,Sport
1828,False,Sport
1829,True,Sport
1830,False,Sport
1831,False,Sport
1832,False,Sport
1833,False,Sport
1834,True,Thriller
1835,False,Thriller
1836,False,Thriller
1837,False,Thriller
1838,False,Thriller
1839,False,Animation
1840,False,Animation
1841,True,Animation
1842,True,Animation
1843,False,Animation
1844,False,Animation
1845,False,Animation
1846,False,Sci-Fi
1847,True,Sci-Fi
1848,False,Sci-Fi
1849,False,Sci-Fi
1850,True,Sci-Fi
1851,True,Sci-Fi
1852,True,Sci-Fi
1853,False,Sci-Fi
1854,False,Mystery
1855,False,Animation
1856,True,Romance
1857,False,Romance
1858,False,Romance
1859,False,Romance
1860,True,Romance
1861,True,Romance
1862,False,Romance
1863,True,Romance
1864,True,Romance
1865,False,Romance
1866,False,Sport
1867,False,Sport
1868,False,Sport
1869,False,Sport
1870,False,Sport
1871,False,Sport
1872,False,Sport
1873,False,Drama
1874,False,Drama
1875,True,Drama
1876,False,Drama
1877,False,Mystery
1878,False,Mystery
1879,True,Mystery
1880,False,Mystery
1881,False,Mystery
1882,False,Fantasy
1883,False,Fantasy
1884,False,Fantasy
1885,True,Fantasy
1886,False,Crime
1887,False,Romance
1888,False,Romance
1889,True,Romance
1890,False,Romance
1891,False,Romance
1892,False,Romance
1893,False,Romance
1894,False,Romance
1895,False,Thriller
1896,True,Thriller
1897,False,Thriller
1898,True,Thriller
1899,False,Thriller
1900,False,Thriller
1901,True,Thriller
1902,True,Western
1903,False,Western
1904,False,Western
1905,False,Western
1906,True,Western
1907,False,Romance
1908,False,Romance
1909,True,Romance
1910,False,Romance
1911,False,Romance
1912,False,Animation
1913,True,Fantasy
1914,True,Fantasy
1915,False,Fantasy
1916,True,Fantasy
1917,False,Fantasy
1918,False,Fantasy
1919,False,Fantasy
1920,False,Fantasy
1921,False,Fantasy
1922,True,Fantasy
1923,False,Fantasy
1924,False,Thriller
1925,False,Thriller
1926,True,Thriller
1927,True,Thriller
1928,False,Thriller
1929,False,Fantasy
1930,False,Fantasy
1931,False,Fantasy
1932,False,Romance
1933,False,Comedy
1934,False,Comedy
1935,False,Comedy
1936,False,Comedy
1937,False,Comedy
1938,False,Comedy
1939,False,Crime
1940,False,Crime
1941,False,Crime
1942,False,Crime
1943,False,Crime
1944,False,History
1945,False,History
1946,True,History
1947,False,History
1948,False,History
1949,False,History
1950,True,History
1951,False,History
1952,True,History
1953,True,Biography
1954,True,Biography
1955,False,Biography
1956,True,Biography
1957,False,Biography
1958,False,Biography
1959,False,Crime
1960,False,Crime
1961,False,Crime
1962,False,Crime
1963,False,Crime
1964,False,Crime
1965,False,Sci-Fi
1966,True,Sci-Fi
1967,True,Sci-Fi
1968,True,Sci-Fi
1969,True,Sci-Fi
1970,False,Sci-Fi
1971,False,Sci-Fi
1972,True,Sci-Fi
1973,True,Sci-Fi
1974,True,Sci-Fi
1975,False,Comedy
1976,False,Comedy
1977,False,Comedy
1978,False,Comedy
1979,False,Mystery
1980,False,Music
1981,False,Sci-Fi
1982,False,Sci-Fi
1983,False,Sci-Fi
1984,False,Sci-Fi
1985,True,Sci-Fi
1986,False,Fantasy
1987,False,Fantasy
1988,False,Fantasy
1989,False,Sci-Fi
1990,False,Romance
1991,False,Thriller
1992,False,Thriller
1993,False,Thriller
1994,False,Thriller
1995,False,Thriller
1996,False,Thriller
1997,False,Thriller
1998,True,Thriller
1999,False,Comedy
2000,False,Comedy
2001,False,Comedy
2002,True,Comedy
2003,True,Comedy
2004,True,Comedy
2005,False,Comedy
2006,False,Comedy
2007,True,Comedy
2008,True,Romance
2009,False,Romance
2010,False,Romance
2011,False,Romance
2012,False,Romance
2013,False,Drama
2014,True,Drama
2015,False,Drama
2016,False,Drama
2017,False,Drama
2018,False,Drama
2019,True,Music
2020,True,Music
2021,False,Music
2022,True,Music
2023,False,Music
2024,False,Mystery
2025,True,Animation
2026,False,Animation
2027,False,Animation
2028,False,Crime
2029,True,Crime
2030,False,Crime
2031,False,Crime
2032,True,Crime
2033,True,Crime
2034,False,Crime
2035,True,Crime
2036,False,Crime
2037,False,Action
2038,False,Action
2039,False,Sci-Fi
2040,False,Sci-Fi
2041,False,Sci-Fi
2042,False,Sci-Fi
2043,True,Sci-Fi
2044,False,Animation
2045,False,Sci-Fi
2046,False,Action
2047,False,Sci-Fi
2048,False,Thriller
2049,False,Sci-Fi
2050,False,Sci-Fi
2051,False,Sci-Fi
2052,False,Sci-Fi
2053,False,Sci-Fi
2054,False,Sci-Fi
2055,False,Sci-Fi
2056,True,Action
2057,False,Action
2058,True,Action
2059,False,Action
2060,True,Action
2061,False,Action
2062,False,Action
2063,False,Action
2064,False,Action
2065,False,Action
2066,False,Action
2067,False,Action
2068,False,Comedy
2069,False,Comedy
2070,False,Comedy
2071,False,Comedy
2072,True,Comedy
2073,False,Crime
2074,False,Crime
2075,False,Crime
2076,False,Crime
2077,True,Crime
2078,True,Crime
2079,True,History
2080,False,History
2081,False,History
2082,False,History
2083,False,History
2084,False,History
2085,False,Sport
2086,True,Thriller
2087,False,Thriller
2088,False,Thriller
2089,False,Thriller
2090,False,Mystery
2091,False,Mystery
2092,True,Mystery
2093,True,Animation
2094,False,Animation
2095,False,Sci-Fi
2096,True,Sci-Fi
2097,False,Sci-Fi
2098,True,Sci-Fi
2099,True,Sci-Fi
2100,False,Sci-Fi
2101,True,Sci-Fi
2102,True,Sci-Fi
2103,True,Sci-Fi
2104,False,Sci-Fi
2105,False,Action
2106,False,Action
2107,False,Action
2108,False,Drama
2109,True,Sci-Fi
2110,False,Sci-Fi
2111,False,History
2112,True,Drama
2113,False,Drama
2114,False,Drama
2115,False,Drama
2116,False,Drama
2117,True,Drama
2118,False,History
2119,False,History
2120,True,History
2121,False,History
2122,False,History
2123,True,History
2124,False,Music
2125,True,Music
2126,True,Music
2127,False,Music
2128,True,Music
2129,False,Music
2130,True,Music
2131,False,Music
2132,True,Music
2133,False,Music
2134,True,Music
2135,False,Music
2136,False,Music
2137,False,Music
2138,False,Comedy
2139,False,Action
2140,False,Action
2141,False,Action
2142,False,Action
2143,False,Biography
2144,False,Biography
2145,False,Biography
2146,False,Biography
2147,False,Biography
2148,False,Biography
2149,False,History
2150,False,History
2151,False,History
2152,False,Animation
2153,False,Animation
2154,False,Animation
2155,False,Animation
2156,True,Animation
2157,False,Sci-Fi
2158,False,Sci-Fi
2159,False,Sci-Fi
2160,False,Sci-Fi
2161,False,Sci-Fi
2162,True,Sci-Fi
2163,False,Sci-Fi
2164,False,Sci-Fi
2165,False,Romance
2166,False,Romance
2167,False,Romance
2168,True,Romance
2169,False,Horror
2170,False,Horror
2171,False,Horror
2172,True,Horror
2173,False,Drama
2174,True,Animation
2175,True,Animation
2176,False,Animation
2177,True,Mystery
2178,False,Mystery
2179,False,Mystery
2180,False,Mystery
2181,True,Mystery
2182,False,History
2183,False,History
2184,True,History
2185,False,History
2186,False,History
2187,False,History
2188,True,History
2189,True,History
2190,False,Action
2191,False,Action
2192,False,Action
2193,False,Family
2194,False,Action
2195,False,Sci-Fi
2196,True,Music
2197,True,Music
2198,False,Music
2199,True,Music
2200,True,Music
2201,False,Comedy
2202,True,Comedy
2203,False,Comedy
2204,True,Comedy
2205,True,Comedy
2206,False,Drama
2207,False,Drama
2208,True,Drama
2209,True,Drama
2210,True,Drama
2211,False,Drama
2212,False,Drama
2213,False,Drama
2214,False,Drama
2215,False,Drama
2216,False,Animation
2217,False,Animation
2218,False,Animation
2219,True,Animation
2220,False,Sci-Fi
2221,False,Romance
2222,False,Romance
2223,True,Romance
2224,False,Romance
2225,False,Romance
2226,False,Romance
2227,True,Thriller
2228,False,Thriller
2229,False,Thriller
2230,False,Thriller
2231,False,Thriller
2232,False,Thriller
2233,True,Thriller
2234,False,Thriller
2235,False,Thriller
2236,False,Thriller
2237,False,Thriller
2238,False,Crime
2239,False,Crime
2240,False,Crime
2241,False,Crime
2242,False,Crime
2243,False,Crime
2244,False,Crime
2245,False,Crime
2246,False,Crime
2247,False,Crime
2248,False,War
2249,False,War
2250,False,War
2251,False,War
2252,False,War
2253,True,War
2254,False,Animation
2255,True,Animation
2256,False,Animation
2257,True,War
2258,False,War
2259,False,War
2260,False,War
2261,False,War
2262,False,War
2263,False,War
2264,True,War
2265,True,War
2266,False,War
2267,True,Action
2268,False,Action
2269,True,Action
2270,False,Action
2271,False,Action
2272,False,Crime
2273,False,Music
2274,False,Music
2275,True,Music
2276,False,Music
2277,True,Music
2278,False,Music
2279,False,History
2280,False,History
2281,False,History
2282,False,History
2283,False,History
2284,False,History
2285,True,Animation
2286,True,Animation
2287,False,Animation
2288,True,Crime
